location,คุณภาพน้ำทะเล,ปี,จำนวน,lat,lng
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 2,400",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,"7 - 9,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 2,7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<3-4,600",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"15-4,600",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,< 2 - 540,7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 2,400",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"2.0 - 9,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,"1.8 - 16,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,"<1.8 - 92,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-16,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"230 - 1,300",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"33-3,300",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,"2 - 14,000",7.8961957,98.2954147
หาดป่าตอง,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,"<1 - 27,500",7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.0 - 7.2,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.25-5.90,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,5.63-6.53,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.51 - 7.89,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.6 - 8.42,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.6 - 8.7,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.18 - 7.03,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.13 - 6.7,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,6.17-7.37,7.8961957,98.2954147
หาดป่าตอง,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,6.0 - 6.7,7.8961957,98.2954147
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 2,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<2-70,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"23-2,400",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 4,900",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"4 - 2,400",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 2,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"13 - 2,400",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 16,000",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 26,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"2.0 - 1,300",12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.7 - 7.4,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.1 - 7.0,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,4.0 - 6.0,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.3 - 6.5,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,5.3-7.9,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,5.4-6.9,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,8.0 - 8.7,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.7 - 7.5,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.8 - 7.6,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,5.3 - 6.81,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.64 - 6.59,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.70-5.74,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.97 - 5.53,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.19-6.42,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,3.68-4.61,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.81 - 6.59,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,4.26 - 5.41,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,"<1.8-1,300",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,23 - 900,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,1.8 - 920,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,2 - 450,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 7,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"130 - 13,000",12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,12-790,12.969526,100.8848028
หาดพัทยา,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,1.8 - 540,12.969526,100.8848028
หาดพัทยา,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,5.2 - 6.7,12.969526,100.8848028
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,3.5 - 5.7,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.4 - 13.1,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,2.7 - 6.7,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.4 - 6.8,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.1,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,4.1 - 8.1,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.83 - 6.64,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.70-6.70,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.97 - 7.51,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,4.56-6.83,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,4.46,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,6.16 - 7.00,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.53 - 6.26,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 4,900",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.1,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,6.3 - 8.6,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.3 - 7.6,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.2 - 7.9,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.0 - 6.79,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 170,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"< 2 - >2,400",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 2,800",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 17,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<2-130,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,"<2-1,100",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,<1.8 - 240,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,"< 2 - 1,300",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,2 - 300,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,3.7 - 220,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,<1.8,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,2.0-63,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"24 - 2,300",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,"<1.8-2,300",12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 9,12.6490507,101.6205738
หาดแม่รำพึง - แหลมแม่พิมพ์,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,11,12.6490507,101.6205738
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,<2,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2547,< 2-22,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,2,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2550,"11.0 - 3,000",12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2551,1.8 - 540,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2548,"< 2 - 1,600",12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2549,< 2 - 240,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,"< 2 - 1,300",12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,< 2 - 540,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,< 2 - 4,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 130,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,<1.8 - 17,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,5.2 - 7.4,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,6.0 - 7.7,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.4 - 6.5,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.0 - 6.8,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.1-6.4,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.1-6.7,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,5.8 - 6.8,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,6.3 - 6.9,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,6.2 - 7.6,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.80 - 7.67,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,6.18 - 6.57,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,3.34-6.30,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,4.42 - 5.72,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.07-5.56,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,0.13-4.76,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2557,5.76 - 6.35,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2558,5.45 - 5.91,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2553,<1.8-130,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2554,"130 - 2,300",12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2555,13-230,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2552,<1.8 - 180,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2557,<1 - 9,12.8031885,99.9874748
หาดชะอำ,ปริมาณออกซิเจนละลายน้ำมก./ล.,2541,4.3 - 7.1,12.8031885,99.9874748
หาดชะอำ,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2556,<1.8 - 130,12.8031885,99.9874748
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2543,5.8 - 8.3,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2558,"<1.8 - 2,300",12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2542,6.3 - 7.6,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2551,6.55 - 8.50,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2552,5.5 - 8.13,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2553,2.23-7.00,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2554,3.45 - 6.34,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2555,5.15-6.68,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2556,2.55-6.02,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2544,3.5 - 8.1,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2545,6.1 - 6.4,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2546,6.3-7.1,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2547,6.0-7.8,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2548,6.2 - 7.3,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2549,5.3 - 7.4,12.575789,99.9664711
หาดหัวหิน,ปริมาณออกซิเจนละลายน้ำมก./ล.,2550,5.4 - 6.7,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2541,< 2 - 920,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2542,"2 - 2,400",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2543,"< 2 - 2,400",12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2544,2 - 50,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2545,<2 - 34,12.575789,99.9664711
หาดหัวหิน,แบคทีเรียกลุ่มโคลิฟอร์มเอ็มพีเอ็น/100 มล.,2546,"<2-16,000",12.575789,99.9664711
